question,answer
Could you help me find addresses that have an WETH Deposit volume of at least 1 million on Instadapp?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'Wrapped Ether'
and action = 'deposit' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
"Which addresses have an WETH Deposit volume ranging from $100 to $1,000 on Instadapp?","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'Wrapped Ether'
and action = 'deposit' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
address"
What are the addresses that have made trades on Instadapp and are in the top 10% in the number of Deposit volume traded?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Instadapp '
                        and action = 'deposit'
                        and asset = 'ALL'    and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.1)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Instadapp '
                        and action = 'deposit'
                        and asset = 'ALL' and transaction_volume_usd  >0 )) a
group by
        address"
Can you provide the address that made trades on Instadapp and has $1 Million in the number of Deposit volume traded?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'ALL'
and action = 'deposit' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
"Which addresses have an ETH and ERC20 token Deposit volume ranging from $100 to $1,000 on Instadapp? ","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'ALL'
and action = 'deposit' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
address"
Who are the addresses with a WETH activity count between 400 and 619 on all Service Platforms? ,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Services' 
and asset = 'Wrapped Ether' 
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count<=619 
GROUP BY 
address"
Who are the addresses with a WETH activity count of at least 619 on all Service Platforms?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Services' 
and asset = 'Wrapped Ether' 
and action = 'ALL' 
and transaction_count >=619 
GROUP BY 
address"
Who are the addresses with a WETH activity count of 1-9 on all Service Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Services'
and asset = 'Wrapped Ether'
and action = 'ALL' 
and 
transaction_count >=1 AND transaction_count<=9
GROUP BY
address"
Who are the addresses with an activity count between 400 and 619 on all Service Platforms?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Services' 
and asset = 'ALL' 
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count<=619 
GROUP BY 
address"
Who are the addresses with an activity count of at least 619 on all Service Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Services'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_count >=619
GROUP BY
address"
Who are the addresses with an activity count of 1-9 on all Service Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Services'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_count >=1 AND transaction_count<=9
GROUP BY
address"
Who are the addresses that have a WETH activity count between 400 and 619 on Instadapp?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'Wrapped Ether'
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count<=619
GROUP BY
address"
Who are the addresses that have a WETH activity count of at least 619 on Instadapp?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'Wrapped Ether'
and action = 'ALL' 
and transaction_count >=619
GROUP BY
address"
Who are the addresses that have a WETH activity count of 1-9 on Instadapp?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'Wrapped Ether'
and action = 'ALL' 
and 
transaction_count >=1 AND transaction_count<=9
GROUP BY
address"
Who are the addresses that have an activity count between 400 and 619 on Instadapp?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Instadapp' 
and asset = 'ALL' 
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count<=619 
GROUP BY 
address"
Who are the addresses that have an activity count of at least 619 on Instadapp?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'ALL'
and action = 'ALL' 
and transaction_count >=619
GROUP BY
address"
Who are the addresses that have an activity count of 1-9 on Instadapp?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_count >=1 AND transaction_count<=9
GROUP BY
address"
Can you find some traders for me who rank within the top 2.5% on Services based on the volume traded?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Services'
                        and action = 'ALL'
                        and asset = 'ALL'
                        and transaction_volume_usd>0
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.025)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Services'
                        and action = 'ALL'
                        and transaction_volume_usd>0
                        and asset = 'ALL')) a
group by
        address"
Who made trades on Service Platforms with a volume traded of at least $1 million?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Services'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
"Who made trades on all ETH2.0 Platforms with a volume traded ranging from $100 to $1,000?","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
address"
Who made trades on ETH2.0 Platforms with a volume traded of at least $1 million?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
Can you find some traders for me who rank within the top 2.5% on ETH2.0 based on the volume traded?,"select
address
from
(
select
address
from
(
select
address,
sum(transaction_volume_usd) transaction_volume_usd
from
wired_address_dataset
where
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name = 'Eth2.0'
and action = 'ALL'
and asset = 'ALL'
and transaction_volume_usd>0
group by
address) b
order by
transaction_volume_usd desc
limit (
select
floor(COUNT(distinct address) * 0.025)
from
wired_address_dataset
where
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name = 'Eth2.0'
and action = 'ALL'
and transaction_volume_usd>0
and asset = 'ALL')) a
group by
address"
Who are the addresses that have an activity count of 1-9 on Lido?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lido'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_count >=1 AND transaction_count <=9
GROUP BY
address"
Who are the addresses that have an activity count of at least 619 on Lido?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lido' 
and asset = 'ALL' 
and action = 'ALL' 
and transaction_count >=619 
GROUP BY 
address"
Who are the addresses that have an activity count between 400 to 619 on Lido?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lido'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count <=619
GROUP BY
address"
Who are the addresses that have a ETH activity count of 1-9 on Lido?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lido'
and asset = 'ETH'
and action = 'ALL' 
and 
transaction_count >=1 AND transaction_count <=9
GROUP BY
address"
Who are the addresses that have a ETH activity count of at least 619 on Lido?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lido' 
and asset = 'ETH' 
and action = 'ALL' 
and transaction_count >=619 
GROUP BY 
address"
Who are the addresses that have a ETH activity count between 400 to 619 on Lido?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lido'
and asset = 'ETH'
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count <=619
GROUP BY
address"
Who are the addresses with an activity count of 0-10 on all ETH2.0 Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_count >=0 AND transaction_count <=10
GROUP BY
address"
Who are the addresses with an activity count of at least 619 on all ETH2.0 Platforms?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Eth2.0' 
and asset = 'ALL' 
and action = 'ALL' 
and 
transaction_count >=619 
GROUP BY 
address"
Who are the addresses with an activity count between 400 to 619 on all ETH2.0 Platforms? ,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count <=619
GROUP BY
address"
Who are the addresses with a ETH activity count of at least 619 on all ETH2.0 Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ETH'
and action = 'ALL' 
and transaction_count >=619
GROUP BY
address"
Who are the addresses with a ETH activity count of 400-619 on all ETH2.0 Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ETH'
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count <=619
GROUP BY
address"
"Who made trades on all Service Platforms with a volume traded ranging from $100 to $1,000?","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Services'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
address"
Can you find some addresses for me that rank within the top 1% of traders on all platforms based on the trades volume of WETH trades on all Service Platforms?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Services'
                        and action = 'ALL'
                        and asset = 'Wrapped Ether'    and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.01)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Services'
                        and action = 'ALL'
                        and asset = 'Wrapped Ether' and transaction_volume_usd  >0 )) a
group by
        address"
Please assist me in finding addresses that have a WETH trading volume of at least 1 million on all Service Platforms？,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Services'
and asset = 'Wrapped Ether'
and action = 'ALL' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
"Which addresses have a WETH trading volume ranging from $100 to $1,000 on all Service Platforms?","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Services'
and asset = 'Wrapped Ether'
and action = 'ALL' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
address"
Can you find some addresses for me that rank within the top 2.5% of WETH trading volume on all platforms based on Instadapp?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Instadapp '
                        and action = 'ALL'
                        and asset = 'Wrapped Ether' and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.025)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Instadapp '
                        and action = 'ALL'
                        and asset = 'Wrapped Ether' and transaction_volume_usd  >0 )) a
group by
        address"
Please assist me in finding addresses that have an WETH trading volume of at least 1 million on Instadapp？,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'Wrapped Ether'
and action = 'ALL' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
"Which addresses have an WETH trades volume ranging from $100 to $1,000 on Instadapp?","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'Wrapped Ether'
and action = 'ALL' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
address"
Can you find some traders for me who rank within the top 0.1% on Instadapp based on the volume traded?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Instadapp '
                        and action = 'ALL'
                        and asset = 'ALL' and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.001)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Instadapp '
                        and action = 'ALL'
                        and asset = 'ALL' and transaction_volume_usd  >0 )) a
group by
        address"
Who made trades on Instadapp with a volume traded of at least $1 million?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
Who are the addresses with a ETH activity count between 400 to 619 on all ETH2.0 Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ETH'
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count <=619
GROUP BY
address"
"Which addresses have an ETH token Stake volume ranging from $100 to $1,000 on Lido?","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lido'
and asset = 'ETH'
and action = 'stake' 
and 
transaction_volume_usd >=100 AND transaction_count <=1000
GROUP BY
address"
Can you provide the address that made trades on Lido and has $1 Million in the number of Stake volume traded?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lido'
and asset = 'ALL'
and action = 'stake' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
What are the addresses that have made trades on Lido and are in the top 10% in the number of Stake volume traded?,"select
address
from
(
select
address
from
(
select
address
,sum(transaction_volume_usd) transaction_volume_usd
from
wired_address_dataset
where
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name = 'Lido'
and action = 'stake'
and asset = 'ALL'
and transaction_volume_usd>0
group by
address) b
order by
transaction_volume_usd desc
limit (
select
floor(COUNT(distinct address) * 0.1)
from
wired_address_dataset
where
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name = 'Lido'
and action = 'stake'
and transaction_volume_usd>0
and asset = 'ALL')) a
group by
address "
"Which addresses have an ETH Stake volume ranging from $100 to $1,000 on Lido?","SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lido' 
and asset = 'ETH' 
and action = 'stake' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000 
GROUP BY 
address"
Could you help me find addresses that have an ETH Stake volume of at least 1 million on Lido？,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lido' 
and asset = 'ETH' 
and action = 'stake' 
and 
transaction_volume_usd >=1000000 
GROUP BY 
address"
Who are the top 0.1% of traders based on the Stake volume of ETH trades on Lido?,"select
address
from
(
select
address
from
(
select
address
,sum(transaction_volume_usd) transaction_volume_usd
from
wired_address_dataset
where
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name = 'Lido'
and action = 'stake'
and asset = 'ALL'
and transaction_volume_usd>0
group by
address) b
order by
transaction_volume_usd desc
limit (
select
floor(COUNT(distinct address) * 0.01)
from
wired_address_dataset
where
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name = 'Lido'
and action = 'stake'
and transaction_volume_usd>0
and asset = 'ALL')) a
group by
address"
"Which addresses have an ETH Stake volume ranging from $100 to $1,000 on all ETH2.0 Platforms?","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ETH'
and action = 'stake' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
address"
Can you provide the address that made trades on all ETH2.0 Platforms and has at least $1 Million in the number of Stake volume traded?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ALL'
and action = 'stake' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
What are the addresses that have made trades all ETH2.0 Platforms and are in the top 10% in the number of Stake volume traded?,"select 
address 
from 
( 
select 
address 
from 
( 
select 
address 
,sum(transaction_volume_usd) transaction_volume_usd 
from 
wired_address_dataset 
where 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Eth2.0' 
and action = 'stake' 
and asset = 'ALL' 
and transaction_volume_usd>0
group by 
address) b 
order by 
transaction_volume_usd desc 
limit ( 
select 
floor(COUNT(distinct address) * 0.1) 
from 
wired_address_dataset 
where 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Eth2.0' 
and action = 'stake' 
and transaction_volume_usd>0
and asset = 'ALL')) a 
group by 
address"
"Which addresses have a Stake volume ranging from $100 to $1,000 on all ETH2.0 Platforms? ","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ALL'
and action = 'stake' 
and transaction_volume_usd >=100 
and transaction_volume_usd <=1000
GROUP BY
address"
Who are the addresses that have a token Stake volume of at least 1 million on all ETH2.0 Platforms?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Eth2.0' 
and asset = 'ALL' 
and action = 'stake' 
and 
transaction_volume_usd >=1000000 
GROUP BY 
address"
"Who made trades on Instadapp with a volume traded ranging from $100 to $1,000? ","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Instadapp'
and asset = 'ALL'
and action = 'ALL' 
and transaction_volume_usd >=100
and transaction_volume_usd <=1000
GROUP BY
address"
Who are the addresses with a USDT Borrow activity count between 400 to 619 on all Lending Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lending'
and asset = 'Tether USD'
and action = 'borrow' 
and 
transaction_count >=400 
and 
transaction_count <=619
GROUP BY
address"
Who are the addresses with a USDT Borrow activity count of at least 619 on all Lending Platforms?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lending' 
and asset = 'Tether USD' 
and action = 'borrow' 
and 
transaction_count >=619 
GROUP BY 
address"
Who are the addresses with a USDT Borrow activity count of 1-9 on all Lending Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lending'
and asset = 'Tether USD'
and action = 'borrow' 
and 
transaction_count >=1 AND transaction_count<=9
GROUP BY
address"
Who are the addresses with a Borrow activity count between 400 to 619 on all Lending Platforms? ,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lending'
and asset = 'ALL'
and action = 'borrow' 
and 
transaction_count >=400 AND transaction_count<=619
GROUP BY
address"
Who are the addresses with a Borrow activity count at least 619 on all Lending Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lending'
and asset = 'ALL'
and action = 'borrow' 
and 
transaction_count >=619
GROUP BY
address"
Who are the top 1% of traders based on the Stake volume of all trades on all ETH2.0 Platforms?,"select 
address 
from 
( 
select 
address 
from 
( 
select 
address 
, sum(transaction_volume_usd) transaction_volume_usd 
from 
wired_address_dataset 
where 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Eth2.0' 
and action = 'stake' 
and asset = 'ALL' 
and transaction_volume_usd>0
group by 
address) b 
order by 
transaction_volume_usd desc 
limit ( 
select 
floor(COUNT(distinct address) * 0.01) 
from 
wired_address_dataset 
where 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Eth2.0' 
and action = 'stake' 
and transaction_volume_usd>0
and asset = 'ALL')) a 
group by 
address"
Who are the addresses that have a Stake activity count of 1-9 on Lido?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lido'
and asset = 'ALL'
and action = 'stake' 
and 
transaction_count >=1 AND transaction_count<=9
GROUP BY
address"
Who are the addresses that have a Stake activity count of at least 619 on Lido?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lido'
and asset = 'ALL'
and action = 'stake' 
and transaction_count >=619
GROUP BY
address"
Who are the addresses that have a Stake activity count between 400 to 619 on Lido?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lido'
and asset = 'ALL'
and action = 'stake' 
and 
transaction_count >=400 AND transaction_count<=619
GROUP BY
address"
Who are the addresses that have a ETH Stake activity count between 1 to 9 on Lido?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lido'
and asset = 'ETH'
and action = 'stake' 
and transaction_count >=1 AND transaction_count<=9
GROUP BY
address"
Who are the addresses that have a ETH Stake activity count of at least 619 on Lido?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lido' 
and asset = 'ETH' 
and action = 'stake' 
and transaction_count >=619 
GROUP BY 
address"
Who are the addresses that have a ETH Stake activity count between 400 to 619 on Lido?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lido' 
and asset = 'ETH' 
and action = 'stake' 
and transaction_count >=400 AND transaction_count<=619 
GROUP BY 
address"
Who are the addresses with a Stake activity count of 1-9 on all ETH2.0 Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ALL'
and action = 'stake' 
and 
transaction_count >=1 AND transaction_count<=9
GROUP BY
address"
Who are the addresses with a Stake activity count at least 619 on all ETH2.0 Platforms?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Eth2.0' 
and asset = 'ALL' 
and action = 'stake' 
and transaction_count >=619 
GROUP BY 
address"
Who are the addresses with a Stake activity count between 400 to 619 on all ETH2.0 Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ALL'
and action = 'stake' 
and transaction_count >=400 AND transaction_count<=619
GROUP BY
address"
Who are the addresses with a ETH Stake activity count of 1-9 on all ETH2.0 Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ETH'
and action = 'stake' 
and transaction_count >=1 AND transaction_count<=9
GROUP BY
address"
Who are the addresses with a ETH Stake activity count of at least 619 on all ETH2.0 Platforms?,"select address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Eth2.0' 
and asset = 'ETH' 
and action = 'stake' 
and transaction_count >=619 
GROUP BY 
address"
Who are the addresses with a ETH Stake activity count between 400 to 619 on all ETH2.0 Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Eth2.0'
and asset = 'ETH'
and action = 'stake' 
and 
transaction_count >=400 AND transaction_count<=619
GROUP BY
address"
"Who made trades on AAVE with a volume traded ranging from $100 to $1,000?","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='AAVE'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
address"
Who made trades on AAVE with a volume traded of at least $1 million?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='AAVE'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
Can you find some traders for me who rank within the top 0.1% on AAVE based on the volume traded?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'AAVE'
                        and action = 'ALL'
                        and asset = 'ALL'  and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.001)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'AAVE'
                and action = 'ALL'
                and asset = 'ALL'  and transaction_volume_usd  >0 )) a
group by
        address"
"Which addresses have an USDT trades volume ranging from $100 to $1,000 on AAVE?","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='AAVE'
and asset = 'Tether USD'
and action = 'ALL' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
address"
