label_name,desc
0x (Erc20 Token) Legendary Trader,"Made trades on 0x, and is in the top 0.1% in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Swap Vol L1,"Made trades on 0x, and has $100-$1,000 in number of (Erc20 Token) swap volume traded."
0x (Erc20 Token) Million Swap Trader,"Made trades on 0x, and has at least 1 million in number of (Erc20 Token) swap volume traded."
0x (Erc20 Token) Billion Swap Trader,"Made trades on 0x, and has at least 1 Billion in number of (Erc20 Token) swap volume traded."
0x (Erc20 Token) Medium Swap Trader,"Made trades on 0x, and is in the top 10% in number of (Erc20 Token) swap volume traded."
0x (Erc20 Token) Heavy Swap Trader,"Made trades on 0x, and is in the top 2.5% in number of (Erc20 Token) swap volume traded."
0x (Erc20 Token) Elite Swap Trader,"Made trades on 0x, and is in the top 1% in number of (Erc20 Token) swap volume traded."
0x (Erc20 Token) Legendary Swap Trader,"Made trades on 0x, and is in the top 0.1% in number of (Erc20 Token) swap volume traded."
(Erc20 Token) Activity L1,"An account with an (Erc20 Token) activity count of 0-10, where an activity is defined by outgoing transactions or transactions that contain outgoing token transfers related to the account."
(Erc20 Token) Highest Activity,"An account with an (Erc20 Token) activity count of at least 619, where an activity is defined by outgoing transactions or transactions that contain outgoing token transfers related to the account."
(Erc20 Token) High Activity,"An account with an (Erc20 Token) activity count between 400 to 619, where an activity is defined by outgoing transactions or transactions that contain outgoing token transfers related to the account."
(Erc20 Token) Medium Activity,"An account with an (Erc20 Token) activity count between 200 to 400, where an activity is defined by outgoing transactions or transactions that contain outgoing token transfers related to the account."
(Erc20 Token) DEX Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Highest DEX Activity,"An account with an (Erc20 Token) activity count of at least 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) High DEX Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Medium DEX Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on all platforms, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) DEX Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Highest DEX Activity,"An account with an (Erc20 Token) activity count of at least 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) High DEX Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Medium DEX Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on all platforms, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) DEX Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Highest DEX Activity,"An account with an (Erc20 Token) activity count of at least 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) High DEX Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Medium DEX Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Swap Activity L1,"An account with an (Erc20 Token) Swap activity count of 0-10 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Highest  Swap Activity,"An account with an (Erc20 Token) Swap activity count of at least 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) High Swap Activity,"An account with an (Erc20 Token) Swap activity count between 400 to 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Medium Swap Activity,"An account with an (Erc20 Token) Swap activity count between 200 to 400 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) LP Activity L1,"An account with an (Erc20 Token) LP activity count of 0-10 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Highest LP Activity,"An account with an (Erc20 Token) LP activity count of at least 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) High LP Activity,"An account with an (Erc20 Token) LP activity count between 400 to 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Medium LP Activity,"An account with an (Erc20 Token) LP activity count between 200 to 400 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) StakeLP Activity L1,"An account with an (Erc20 Token) StakeLP activity count of 0-10 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Highest StakeLP Activity,"An account with an (Erc20 Token) StakeLP activity count of at least 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) High StakeLP Activity,"An account with an (Erc20 Token) StakeLP activity count between 400 to 619 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) Medium StakeLP Activity,"An account with an (Erc20 Token) StakeLP activity count between 200 to 400 on all Decentralized Exchanges, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  Highest Activity,"An account with an (Erc20 Token) activity count of at least 619 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  High Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  Medium Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  Highest Activity,"An account with an (Erc20 Token) activity count of at least 619 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  High Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  Medium Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  Swap Activity L1,"An account with an (Erc20 Token) swap activity count of 0-10 on Uniswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  Highest Swap Activity,"An account with an (Erc20 Token) swap activity count of at least 619 on Uniswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  High Swap Activity,"An account with an (Erc20 Token) swap activity count between 400 to 619 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  Medium Swap Activity,"An account with an (Erc20 Token) swap activity count between 200 to 400 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Uniswap (Erc20 Token)  LP Activity L1,"An account with an (Erc20 Token) LP activity count of 0-10 on Uniswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  Highest LP Activity,"An account with an (Erc20 Token) LP activity count of at least 619 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Uniswap (Erc20 Token)  High LP Activity,"An account with an (Erc20 Token) LP activity count between 400 to 619 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Uniswap (Erc20 Token)  Medium LP Activity,"An account with an (Erc20 Token) LP activity count between 200 to 400 on Uniswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Balancer (Erc20 Token) Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on Balancer, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) Highest Activity,"An account with an (Erc20 Token) activity count of at least 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) High Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Balancer (Erc20 Token) Medium Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Uniswap (Erc20 Token) Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on Balancer, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) Highest Activity,"An account with an (Erc20 Token) activity count of at least 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) High Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Balancer (Erc20 Token) Medium Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Balancer (Erc20 Token) Swap Activity L1,"An account with an (Erc20 Token) swap activity count of 0-10 on Balancer, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) Highest Swap Activity,"An account with an (Erc20 Token) swap activity count of at least 619 on Balancer, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) High Swap Activity,"An account with an (Erc20 Token) swap activity count between 400 to 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) Medium Swap Activity,"An account with an (Erc20 Token) swap activity count between 200 to 400 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Balancer (Erc20 Token) LP Activity L1,"An account with an (Erc20 Token) LP activity count of 0-10 on Balancer, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) Highest LP Activity,"An account with an (Erc20 Token) LP activity count of at least 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) High LP Activity,"An account with an (Erc20 Token) LP activity count between 400 to 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Balancer (Erc20 Token) Medium LP Activity,"An account with an (Erc20 Token) LP activity count between 200 to 400 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Balancer (Erc20 Token) StakeLP Activity L1,"An account with an (Erc20 Token) StakeLP activity count of 0-10 on Balancer, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) Highest StakeLP Activity,"An account with an (Erc20 Token) StakeLP activity count of at least 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Balancer (Erc20 Token) High StakeLP Activity,"An account with an (Erc20 Token) StakeLP activity count between 400 to 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Balancer (Erc20 Token) Medium StakeLP Activity,"An account with an (Erc20 Token) StakeLP activity count between 200 to 400 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap (Erc20 Token) Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token) Highest Activity,"An account with an (Erc20 Token) activity count of at least 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token) High Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Uniswap (Erc20 Token) Medium Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap (Erc20 Token) Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token) Highest Activity,"An account with an (Erc20 Token) activity count of at least 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token) High Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Uniswap (Erc20 Token) Medium Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap (Erc20 Token)  Swap Activity L1,"An account with an (Erc20 Token) swap activity count of 0-10 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token)  Highest Swap Activity,"An account with an (Erc20 Token) swap activity count of at least 619 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token)  High Swap Activity,"An account with an (Erc20 Token) swap activity count between 400 to 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token)  Medium Swap Activity,"An account with an (Erc20 Token) swap activity count between 200 to 400 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap (Erc20 Token)  LP Activity L1,"An account with an (Erc20 Token) LP activity count of 0-10 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token)  Highest LP Activity,"An account with an (Erc20 Token) LP activity count of at least 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token)  High LP Activity,"An account with an (Erc20 Token) LP activity count between 400 to 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap (Erc20 Token)  Medium LP Activity,"An account with an (Erc20 Token) LP activity count between 200 to 400 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap (Erc20 Token)  StakeLP Activity L1,"An account with an (Erc20 Token) StakeLP activity count of 0-10 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token)  Highest StakeLP Activity,"An account with an (Erc20 Token) StakeLP activity count of at least 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap (Erc20 Token)  High StakeLP Activity,"An account with an (Erc20 Token) StakeLP activity count between 400 to 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap (Erc20 Token)  Medium StakeLP Activity,"An account with an (Erc20 Token) StakeLP activity count between 200 to 400 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
(Erc20 Token) 0x Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on 0x, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) 0x Highest Activity,"An account with an (Erc20 Token) activity count of at least 619 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) 0x High Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
(Erc20 Token) 0x Medium Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
(Erc20 Token) 0x Activity L1,"An account with an (Erc20 Token) activity count of 0-10 on 0x, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) 0x Highest Activity,"An account with an (Erc20 Token) activity count of at least 619 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) 0x High Activity,"An account with an (Erc20 Token) activity count between 400 to 619 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
(Erc20 Token) 0x Medium Activity,"An account with an (Erc20 Token) activity count between 200 to 400 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
(Erc20 Token) 0x Swap Activity L1,"An account with an (Erc20 Token) swap activity count of 0-10 on 0x, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) 0x Highest Swap Activity,"An account with an (Erc20 Token) swap activity count of at least 619 on 0x, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) 0x High Swap Activity,"An account with an (Erc20 Token) swap activity count between 400 to 619 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
(Erc20 Token) 0x Medium Swap Activity,"An account with an (Erc20 Token) swap activity count between 200 to 400 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
NFT L1 Collector,Has an NFT count of 1.
NFT L6 Collector,Has an NFT count of over 100.
NFT Uncommon Collector,"Collected NFTs, and is in the top 10% in number of NFT collected. "
NFT Rare Collector,"Collected NFTs, and is in the top 2.5% in number of NFT collected."
NFT Epic Collector,"Collected NFTs, and is in the top 1% in number of NFT collected."
NFT Legendary Collector,"Collected NFTs, and is in the top 0.1% in number of NFT collected."
NFT Whale,"Collected NFTs, and is in the top 100 in number of NFT collected.  "
NFT Vol L1 Trader,Has an NFT volume count of 1-2.
NFT Vol L6 Trader,Has an NFT volume count of over 200.
NFT Uncommon Trader,"Traded NFTs, and is in the top 10% in volume of NFT traded. "
NFT Rare Trader,"Traded NFTs, and is in the top 2.5% in volume of NFT traded."
NFT Epic Trader,"Traded NFTs, and is in the top 1% in volume of NFT traded. "
NFT Legendary Trader,"Traded NFTs, and is in the top 0.1% in volume of NFT traded. "
NFT Top Trader,"Traded NFTs, and is in the top 100 in volume of NFT traded. "
NFT Elite Trader ,"Traded NFTs, and is in the top 1% in both the activity and volume of NFT traded. "
NFT Activity L1 ,An account with an NFT activity count of 0-10.
NFT Highest Activity,An account with an NFT activity count of at least 619.
NFT High Activity,An account with an NFT activity count between 400 to 619.
NFT Medium Activity,An account with an NFT activity count between 200 to 400.
NFT Vol L1 Buyer,Has an NFT buying Volume count of 1-2 .
NFT Vol L6 Buyer,Has an NFT buying Volume count of over 200.
NFT Uncommon Buyer,"Bought NFTs, and is in the top 10% in volume of buying NFT."
NFT Rare Buyer,"Bought NFTs, and is in the top 2.5%  in volume of buying NFT."
NFT Epic Buyer,"Bought NFTs, and is in the top 1%  in volume of buying NFT."
NFT Legendary Buyer,"Bought NFTs, and is in the top 0.1% in volume of buying NFT."
NFT Top Buyer,"Bought NFTs, and is in the top 100 in volume of buying NFT."
NFT Elite Buyer ,"Bought NFTs, and is in the top 1% in both the number and volume of buying NFT."
NFT Activity L1 Buyer,An account with an NFT buying activity count of 0-10.
NFT Highest Activity Buyer,An account with an NFT buying activity count of at least 619.
NFT High Activity Buyer,An account with an NFT buying activity count between 400 to 619.
NFT Medium Activity Buyer,An account with an NFT buying activity count between 200 to 400.
NFT Vol L1 Seller,Has an NFT sale Volume count of 1-2 .
NFT Vol L6 Seller,Has an NFT sale Volume count of over 200.
NFT Uncommon Seller,"Sold NFTs, and is in the top 10% in volume of NFT sale."
NFT Rare Seller,"Sold NFTs, and is in the top 2.5% in volume of NFT sale."
NFT Epic Seller,"Sold NFTs, and is in the top 1% in volume of NFT sale."
NFT Legendary Seller,"Sold NFTs, and is in the top 0.1% in volume of NFT sale."
NFT Top Seller,"Sold NFTs, and is in the top 100 in volume of NFT sale."
NFT Elite Seller ,"Sold NFTs, and is in the top 1% in both the activity and volume of NFT sale."
NFT Activity L1 Seller,An account with an NFT sale activity count of 0-10.
NFT Highest Activity Seller,An account with an NFT sale activity count of at least 619.
NFT High Activity Seller,An account with an NFT sale activity count between 400 to 619.
NFT Medium Activity Seller,An account with an NFT sale activity count between 200 to 400.
NFT Vol L1 Minter,Has an NFT minting Volume count of 1-2.
NFT Vol L6 Minter,Has an NFT minting Volume count of over 200.
NFT Uncommon Minter,"Minted NFTs, and is in the top 10% in volume of NFT minted."
NFT Rare Minter,"Minted NFTs, and is in the top 2.5% in volume of NFT minted."
NFT Epic Minter,"Minted NFTs, and is in the top 1% in volume of NFT minted."
NFT Legendary Minter,"Minted NFTs, and is in the top 0.1% in volume of NFT minted."
NFT Top Minter,"Minted NFTs, and is in the top 100 in volume of NFT minted."
NFT Elite Minter,"Minted NFTs, and is in the top 1% in both the activity and volume of NFT minted."
NFT Activity L1 Minter,An account with an NFT minting activity count of 0-10.
NFT Highest Activity Minter,An account with an NFT minting activity count of at least 619.
NFT High Activity Minter,An account with an NFT minting activity count between 400 to 619.
NFT Medium Activity Minter,An account with an NFT minting activity count between 200 to 400.
NFT Vol L1 Burner,Has an NFT burning Volume count of 1-2.
NFT Vol L6 Burner,Has an NFT buring Volume count of over 200.
NF Uncommon Burner,"Burned NFTs, and is in the top 10% in volume of NFT burned."
NFT Rare Burner,"Burned NFTs, and is in the top 2.5% in volume of NFT burned."
NFT Epic Burner,"Burned NFTs, and is in the top 1% in volume of NFT burned."
NFT Legendary Burner,"Burned NFTs, and is in the top 0.1% in volume of NFT burned."
NFT Top Burner,"Burned NFTs, and is in the top 100 in volume of NFT burned."
NFT Elite Burner,"Burned NFTs, and is in the top 1% in both the activity and volume of NFT burned."
NFT Activity L1 Burner,An account with an NFT burning activity count of 0-10.
NFT Highest Activity Burner,An account with an NFT burning activity count of at least 619.
NFT High Activity Burner,An account with an NFT burning activity count between 400 to 619.
NFT Medium Activity Burner,An account with an NFT burning activity count between 200 to 400.
NFT Vol L1 Transferrer,Has an NFT transfer Volume count of 1-2.
NFT Vol L6 Transferrer,Has an NFT transfer Volume count of over 200.
NFT Uncommon Transferrer,"Transferred NFTs, and is in the top 10% in volume of NFT Transfer."
NFT Rare Transferrer,"Transferred NFTs, and is in the top 2.5% in volume of NFT Transfer."
NFT Epic Transferrer,"Transferred NFTs, and is in the top 1% in volume of NFT Transfer."
NFT Legendary Transferrer,"Transferred NFTs, and is in the top 0.1% in volume of NFT Transfer."
NFT Top Transferrer,"Transferred NFTs, and is in the top 100 in volume of NFT Transfer."
NFT Elite Transferrer,"Transferred NFTs, and is in the top 1% in both the activity and volume of NFT Transfer."
NFT Activity L1 Transferrer,An account with an NFT transfer activity count of 0-10.
NFT Highest Activity Transferrer,An account with an NFT transfer activity count of at least 619.
NFT High Activity Transferrer,An account with an NFT transfer activity count between 400 to 619.
NFT Medium Activity Transferrer,An account with an NFT transfer activity count between 200 to 400.
MP NFT Vol L1 Buyer,Has an NFT buying Volume count of $100-$1000 on all Marketplaces .
MP NFT Vol L6 Buyer,"Has an NFT buying Volume count of over $500,000 on all Marketplaces."
MP NFT Uncommon Buyer,"Bought NFTs, and is in the top 10% in volume of buying NFT on all Marketplaces."
MP NFT Rare Buyer,"Bought NFTs, and is in the top 2.5%  in volume of buying NFT on all Marketplaces."
MP NFT Epic Buyer,"Bought NFTs, and is in the top 1%  in volume of buying NFT on all Marketplaces."
MP NFT Legendary Buyer,"Bought NFTs, and is in the top 0.1% in volume of buying NFT on all Marketplaces."
MP NFT Top Buyer,"Bought NFTs, and is in the top 100 in volume of buying NFT on all Marketplaces."
MP NFT Elite Buyer ,"Bought NFTs, and is in the top 1% in both the number and volume of buying NFT on all Marketplaces."
MP NFT Activity L1 Buyer,An account with an NFT buying activity count of 0-10 on all Marketplaces.
MP NFT Highest Activity Buyer,An account with an NFT buying activity count of at least 619 on all Marketplaces.
MP NFT High Activity Buyer,An account with an NFT buying activity count between 400 to 619 on all Marketplaces.
MP NFT Medium Activity Buyer,An account with an NFT buying activity count between 200 to 400 on all Marketplaces.
MP NFT Vol L1 Seller,Has an NFT Sale Volume count of $100-$1000 on all Marketplaces .
MP NFT Vol L6 Seller,"Has an NFT Sale Volume count of over $500,000 on all Marketplaces."
MP NFT Uncommon Seller,"Sold NFTs, and is in the top 10% in volume of NFT sale on all Marketplaces."
MP NFT Rare Seller,"Sold NFTs, and is in the top 2.5% in volume of NFT sale on all Marketplaces."
MP NFT Epic Seller,"Sold NFTs, and is in the top 1% in volume of NFT sale on all Marketplaces."
MP NFT Legendary Seller,"Sold NFTs, and is in the top 0.1% in volume of NFT sale on all Marketplaces."
MP NFT Top Seller,"Sold NFTs, and is in the top 100 in volume of NFT sale on all Marketplaces."
MP NFT Elite Seller ,"Sold NFTs, and is in the top 1% in both the activity and volume of NFT sale on all Marketplaces."
MP NFT Activity L1 Seller,An account with an NFT sale activity count of 0-10 on all Marketplaces.
MP NFT Highest Activity Seller,An account with an NFT sale activity count of at least 619 on all Marketplaces.
MP NFT High Activity Seller,An account with an NFT sale activity count between 400 to 619 on all Marketplaces.
MP NFT Medium Activity Seller,An account with an NFT sale activity count between 200 to 400 on all Marketplaces.
MP CryptoPunks Vol L1 Trader,Has an NFT Traded Volume count of $100-$1000 on all Marketplaces .
MP NFT Vol L6 Trader,"Has an NFT Traded Volume count of over $500,000 on all Marketplaces."
MP NFT Uncommon Trader,"Traded NFTs, and is in the top 10% in volume of Cryptopunk NFT sale on all Marketplaces."
MP NFT Rare Trader,"Traded NFTs, and is in the top 2.5% in volume of Cryptopunk NFT sale on all Marketplaces."
MP NFT Epic Trader,"Traded NFTs, and is in the top 1% in volume of Cryptopunk NFT sale on all Marketplaces."
MP NFT Legendary Seller,"Traded NFTs, and is in the top 0.1% in volume of NFT sale on all Marketplaces."
MP NFT Top Trader,"Traded NFTs, and is in the top 100 in volume of NFT sale on all Marketplaces."
MP NFT Elite Trader ,"Traded NFTs, and is in the top 1% in both the activity and volume of NFT sale on all Marketplaces."
MP NFT Activity L1 Trader,An account with an NFT traded activity count of 0-10 on all Marketplaces.
MP NFT Highest Activity Trader,An account with an NFT traded activity count of at least 619 on all Marketplaces.
MP NFT High Activity Trader,An account with an NFT traded activity count between 400 to 619 on all Marketplaces.
MP NFT Medium Activity Trader,An account with an NFT traded activity count between 200 to 400 on all Marketplaces.
Opensea NFT Vol L1 Buyer,Has an NFT buying Volume count of $100-$1000 on Opensea .
